x,log2_Naive_2157A,log2_Naive_2157C,log2_Naive_2157B,log2_Memory_1962B,log2_Memory_1635B,log2_Memory_1655D,log2_DN_1655B,log2_DN_1962A,log2_DN_1716A,log2_SP_1716B,log2_SP_1944B,log2_SP_1655C,log2_DP_1635A,log2_DP_1944A,log2_DP_1655A,"anova_fdr_pvals min(anova_raw_vals,anova_log2_vals)","fold_change (min (max (mean_fc), max(median_fc))",rank_anova,rank_fc,ave_rankings,cluster
HAGH,8.3292,7.8147,7.9854,9.1291,9.3333,9.2718,9.0083,9.0898,9.1068,8.2501,8.1802,8.4868,8.2591,8.3447,8.3473,0.003291552,1.692366547,356,2763,1559.5,5
HAGH.LOC100044022,8.8273,8.5016,8.4918,8.9947,9.0817,9.0172,8.9795,8.992,8.9569,8.6153,8.4514,8.6932,8.3749,8.501,8.3432,0.008002308,1.484108401,866,2914,1890,5
HAUS5,6.3734,6.2988,6.5984,5.8122,5.6546,5.8748,5.8438,5.8451,5.871,6.5031,6.5899,6.4991,6.1499,5.9707,6.0606,0.002347374,1.588185304,242,2839,1540.5,9
HAVCR1,4.9097,4.9198,4.8735,4.3923,6.3226,8.4405,6.8718,9.0993,8.16,6.683,5.7712,5.3085,5.8782,5.7473,5.3507,0.058388909,5.406969079,2353,362,1357.5,6
HAVCR2,4.3923,4.3923,4.3923,9.0009,9.1973,9.9313,4.3923,7.0705,4.3923,4.3923,7.4469,4.3923,11.713,11.5901,11.724,0.000196969,56.62899204,10,1,5.5,7
HBA.A1.HBA.A2,8.5686,9.0565,8.3938,9.8585,9.1181,8.4664,7.1155,4.3923,4.3923,5.214,7.3811,7.5324,8.2656,7.6984,7.8067,0.130992749,4.144588933,2788,602,1695,10
HBB.B1.HBB.B2,10.5127,11.0609,10.3331,11.4596,11.13,10.5141,8.5759,4.3923,6.8001,6.9917,8.6349,8.877,9.0231,8.8098,9.2042,0.216444669,3.044605482,2943,1043,1993,9
HBEGF,5.236,5.0921,4.9376,4.5244,4.3923,5.5055,5.5231,5.4149,6.1963,6.6434,7.2161,7.0323,7.2174,6.3682,6.0194,0.098518714,2.368558973,2658,1741,2199.5,1
HCFC2,7.9456,7.8118,7.8214,6.9304,6.9791,7.3446,7.5063,7.6878,7.6997,8.171,8.3185,8.2128,8.506,8.2044,8.4815,0.009849179,1.708471632,1098,2752,1925,1
HDGFRP3,7.734,7.5509,7.6413,7.8317,7.7389,7.6007,7.8333,8.0109,8.3998,7.4252,8.0318,7.9769,7.0085,6.3905,7.3583,0.068083542,2.011156851,2430,2550,2490,8
HEATR1,9.3127,9.2099,9.1853,8.5104,8.747,8.184,9.0056,8.7819,8.7041,8.3632,8.2073,8.0632,6.895,7.3857,7.8728,0.015758844,2.641874068,1399,1387,1393,3
HEATR5A,6.9598,7.177,7.0013,7.1066,7.5003,7.3997,7.5388,7.5541,7.2498,7.1269,6.8348,6.7946,6.1579,6.3521,6.4503,0.009270053,2.202165116,1028,2033,1530.5,4
HECTD2,5.867,5.6254,5.5643,5.6646,5.0554,4.7613,5.4043,5.0718,5.9416,6.286,6.7698,6.7413,5.3875,4.5014,5.4251,0.032361637,2.593916477,1954,1444,1699,1
HEG1,6.724,6.4424,6.5839,7.0816,7.4267,7.1109,7.2519,7.2621,7.1627,6.9514,6.7173,6.9008,5.3354,5.8093,5.9596,0.002924997,2.749370583,325,1279,802,4
HEMGN,4.3923,4.3923,4.3923,4.3923,4.3923,5.008,6.545,6.7622,6.6316,6.6793,6.9521,6.3956,4.3923,4.3923,4.3923,0.001238735,5.074459375,100,412,256,6
HERC1,9.5888,9.6013,9.4899,8.5806,8.6652,8.4534,9.0069,8.7887,8.8095,8.575,8.5956,8.456,7.7453,7.7115,7.9884,0.004482231,2.077175979,510,2331,1420.5,3
HEY1,6.7427,6.5967,6.4784,7.5092,6.8553,4.779,9.1143,8.0833,8.0963,6.9656,4.3923,4.3923,4.3923,4.9594,4.3923,0.029214189,13.63356633,1871,60,965.5,4
HHAT,5.3284,5.4609,5.4178,6.0356,4.3923,4.3923,5.0521,4.3923,6.1493,6.9475,7.6564,7.583,7.6647,6.8319,7.1612,0.037035321,4.207130095,2045,576,1310.5,1
HIC1,5.4767,5.3252,5.1492,5.613,5.7458,5.6403,5.7346,5.7855,5.7429,5.285,5.1441,5.2484,5.1218,5.2786,5.1775,0.002492693,1.48797605,264,2907,1585.5,5
HIF1A,9.8287,10.465,9.9997,10.8647,10.9373,11.1791,11.4412,11.4175,11.2816,12.1289,12.1326,11.9239,12.1359,11.9585,12.1082,0.006137024,1.611086692,707,2823,1765,2
HIGD1A,8.6488,8.5662,8.73,8.1259,8.2327,7.8541,7.9405,7.7533,7.7134,9.1225,9.0848,9.0798,9.1626,9.2096,9.3527,0.000914655,2.717300177,59,1307,683,1
HIGD1C.METTL7A1.METTL7A2,6.6869,6.6333,6.5421,8.6472,8.2361,8.8962,7.0819,6.9078,5.9525,9.2341,9.386,8.6855,8.5571,7.6772,8.3141,0.019229944,5.048815788,1542,416,979,10
HIGD1C.METTL7A2,6.7469,6.8565,6.8231,7.2213,7.1016,7.7103,6.4955,6.7772,5.9774,7.8882,7.7442,7.5399,7.6193,7.4308,7.2394,0.020788937,2.391750954,1590,1702,1646,10
HIP1,7.5507,7.9673,7.5476,8.2764,8.1335,8.7023,8.5053,8.5498,8.4259,9.83,9.8772,9.6714,9.723,9.4592,9.5353,0.001708214,2.467965193,156,1600,878,2
HIP1R,9.0236,8.9307,8.9499,9.0743,9.0131,9.0015,8.9993,9.025,8.9054,9.5842,9.4875,9.5652,9.6871,9.7609,9.5373,0.004394201,1.611469779,496,2821,1658.5,1
HISPPD1,8.4358,8.6101,8.3304,8.596,8.8575,8.5103,7.9161,8.1597,8.432,8.9606,9.2278,9.2461,9.1119,9.0277,9.4032,0.015767152,2.010948948,1404,2552,1978,1
HIST1H2AD,7.128,7.6466,7.4051,10.4839,10.2015,11.0498,9.6339,10.428,10.6299,11.0847,11.3319,11.5178,11.7757,11.5146,11.2892,0.039745108,2.124631756,2094,2199,2146.5,2
HIST1H2BC,4.5354,4.7355,4.8581,6.9527,6.6944,8.2841,5.435,7.5743,7.8084,8.3051,8.9689,8.509,9.5936,9.0825,9.5565,0.026183247,3.966389249,1776,649,1212.5,2
HIST2H2BB,7.2119,7.4029,7.6814,5.5085,5.3889,5.1879,5.9524,5.6642,5.8608,4.3923,4.3923,4.7166,4.4692,4.7176,4.3923,0.003989536,2.569169235,440,1476,958,3
HIST2H3C1,5.9154,6.0572,6.1513,5.1486,5.8598,6.4729,6.8563,7.366,6.9462,6.5055,6.8193,5.479,5.592,4.3923,6.256,0.115134775,2.589467587,2740,1453,2096.5,6
HIVEP1,8.0381,8.2675,8.1671,7.8192,8.1321,8.0217,8.4693,8.6628,8.6861,9.1688,9.2684,9.3557,9.4953,9.4497,9.5805,0.00360176,1.782711468,393,2703,1548,1
HIVEP3,6.7079,6.651,7.0282,9.521,10.5204,9.6558,7.6064,9.2341,8.5907,8.6855,7.6962,9.1107,5.4051,6.9204,8.002,0.204003832,2.829708162,2931,1219,2075,5
HMBOX1,7.796,7.987,7.9353,6.5899,6.2722,6.371,5.9985,5.2097,5.2901,7.4725,6.8268,6.3597,6.2221,6.3884,6.0595,0.06104942,2.701122083,2375,1324,1849.5,9
HMGA2,5.376,5.1875,5.2225,4.3923,4.3923,6.1722,6.826,4.3923,7.0123,7.1059,8.1402,7.3714,9.4645,8.1958,7.4557,0.175344103,2.598510048,2893,1435,2164,1
HMGN1,13.2558,13.2145,13.2191,12.8135,12.6571,12.6206,12.8716,12.7432,12.865,11.8427,11.9629,11.9538,11.7289,11.6475,11.5833,0.000914655,2.255726267,60,1919,989.5,3
HMGN3,5.9584,5.6436,5.9411,9.2688,9.5453,10.7012,7.7201,9.7011,8.4492,7.4189,6.3322,4.3923,8.3863,4.6663,4.3923,0.237385013,5.153113122,2951,400,1675.5,5
HMGXB3,7.7107,7.4388,7.7434,7.6116,7.5509,7.3365,7.9406,7.7669,7.8841,7.6187,7.7063,7.6483,7.2478,7.1933,7.3354,0.004846605,1.525080859,544,2885,1714.5,8
HMMR,6.5965,6.7661,6.62,5.5765,5.6324,6.9548,5.5861,6.5988,7.153,7.1357,8.0122,7.6299,8.0868,7.458,7.761,0.114632434,2.250926413,2736,1930,2333,1
HNRPLL,8.7126,8.6755,8.9126,7.9767,8.6808,8.79,6.8568,8.2383,7.705,9.2651,9.1967,9.1817,8.9175,9.0139,9.1753,0.011330498,2.821028466,1203,1230,1216.5,10
HOXB4,6.0743,5.7269,5.9768,5.8369,5.7718,6.1489,6.2226,6.5947,6.7677,4.5054,5.6831,5.2838,5.3863,4.5254,5.3778,0.033114298,2.520027067,1971,1531,1751,4
HPCAL1,10.963,10.9254,10.9475,10.0318,10.0422,9.92,9.8767,9.8237,9.9076,8.8926,9.1374,9.0201,8.6164,8.5773,8.8464,0.00135917,2.276310169,117,1890,1003.5,3
HPVC.PS,7.6924,7.8059,7.8166,6.983,6.6356,6.8672,7.2647,8.082,8.7319,5.8527,5.6239,6.5424,6.6125,5.4292,6.8091,0.0624371,4.292315331,2388,555,1471.5,3
HRH1,5.2684,5.2021,5.1943,4.5782,4.6519,4.3923,4.9593,4.9981,5.1623,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,0.002074738,1.547938442,201,2865,1533,3
HS3ST1,4.9097,4.8146,4.799,5.369,6.4016,7.5749,6.1952,7.53,6.4067,6.0069,4.625,4.3923,5.4995,5.2334,4.3923,0.108184975,3.370394531,2710,863,1786.5,5
HS3ST3B1,8.4401,8.5303,8.4962,8.1742,8.5619,8.6893,8.975,9.2683,9.151,7.9734,8.1814,7.9006,7.3048,6.7999,7.1062,0.002530398,4.149106928,273,600,436.5,4
HS6ST1.LOC100047260,8.2387,8.1518,8.3012,8.4087,8.504,8.3806,9.0254,8.7691,8.785,7.9732,7.7506,7.537,7.1281,7.0955,7.2115,0.002526498,3.168945152,269,978,623.5,4
HSDL2,9.8698,9.9703,9.9319,9.8742,9.8357,9.7272,9.8749,9.8829,9.8178,9.5437,9.4951,9.3986,9.2198,9.3725,9.3426,0.004135701,1.447006167,460,2937,1698.5,4
HSP90AA1,12.2232,12.4331,12.5927,11.9974,11.9173,11.8833,12.2719,12.0883,12.1439,11.8375,11.8301,11.7233,11.7261,11.7056,11.7455,0.008103574,1.335955579,876,3015,1945.5,3
HSPA12B,6.2095,6.0825,6.4119,5.6474,4.3923,5.3564,5.4963,5.1281,6.2906,6.4086,7.5777,5.7798,4.3923,4.3923,4.9394,0.073193676,4.197776872,2476,581,1528.5,8
HSPA13,6.6897,6.8576,6.6958,7.8926,7.9554,8.1915,7.3112,7.9211,8.3056,8.7131,9.0329,9.2318,9.6562,9.4927,9.6374,0.009397869,3.247577333,1046,937,991.5,2
HSPA2,5.2618,5.6737,5.0682,7.6118,7.013,7.3841,9.3035,9.0978,9.2451,10.3555,10.4123,10.2474,10.177,9.9766,10.2182,0.002672257,2.161008233,298,2118,1208,2
HSPB11,8.8186,8.875,8.7404,9.0787,8.8774,9.0421,8.9348,8.8654,9.0118,8.2274,8.6958,8.2136,8.0294,7.3679,7.9155,0.021824619,2.031145117,1624,2474,2049,4
HSPB9,4.7754,4.7785,4.697,7.2816,6.1956,5.804,5.31,4.3923,4.3923,4.3923,5.1823,5.2561,6.2496,5.4735,5.4107,0.178150783,2.034555044,2902,2469,2685.5,10
HTATIP2,7.6948,7.2597,7.4356,8.1328,8.1823,8.1498,7.8875,7.893,7.9772,8.2822,8.3324,8.4111,8.6591,8.6589,8.6773,0.001039519,1.679113956,76,2771,1423.5,2
HTATSF1,11.6693,11.5307,11.6055,10.2171,10.2425,10.1785,10.5479,10.6109,10.664,10.2879,10.2582,10.2049,9.9919,10.0963,10.1135,0.003562247,1.429031277,391,2948,1669.5,3
HTR7,4.3923,4.7618,4.4141,7.4037,6.9803,7.6023,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,6.6239,6.5396,4.6004,0.105103992,3.548545661,2693,795,1744,7
HTRA1,5.6793,5.6297,5.6372,4.8609,4.7794,4.9073,4.5303,4.6543,4.6514,4.9476,5.0318,4.965,5.2286,5.1484,5.2053,0.002520688,1.487468239,268,2910,1589,9
HVCN1,9.7325,9.5791,9.6394,10.1007,9.9768,9.8941,9.277,9.3047,9.3025,9.1319,9.2883,9.239,8.7168,8.7194,8.7568,0.001898589,1.479141304,183,2920,1551.5,4
ICA1,5.208,5.1929,5.1897,4.9167,5.1061,4.6768,4.7081,4.3923,4.9495,5.1893,5.4643,5.8865,5.9199,5.9298,5.9268,0.021444686,2.380157651,1611,1723,1667,1
ICAM2,9.4124,9.1686,9.3529,8.5917,9.1182,8.7773,8.3275,8.5944,8.0771,7.7284,6.6728,7.2517,4.3923,6.4033,6.1605,0.021147731,4.540498139,1600,509,1054.5,4
ICOS,9.2677,9.1988,9.2662,9.9957,9.9703,9.022,11.4777,11.1632,11.3736,12.0159,12.1246,12.047,12.1519,12.0977,12.336,0.006640098,1.715367287,753,2744,1748.5,2
ID2,9.7052,10.1217,9.6401,11.8442,11.9807,12.5751,10.1036,11.3995,11.42,11.9623,12.3408,12.3673,12.9705,12.7191,12.826,0.011566932,2.688475144,1217,1338,1277.5,2
ID3,7.153,7.1893,7.2473,8.3564,8.7468,8.6358,8.4491,8.6466,8.4147,6.8365,5.8462,6.2306,4.3923,5.6217,5.1681,0.001606464,9.970049123,142,112,127,4
IDE,9.0717,9.2703,9.3971,9.8113,9.8191,9.7878,9.0088,9.1045,9.2663,10.0473,10.1875,10.1579,9.9556,9.9296,10.0217,0.002153133,2.004105677,209,2569,1389,10
IDH2,8.9115,8.5485,8.7685,8.8044,8.9422,9.3352,8.2548,8.9379,8.8618,7.343,7.5258,7.6783,7.6278,7.4986,7.5118,0.015474852,2.293800369,1381,1862,1621.5,4
IDH3A,9.3169,9.5759,9.427,10.0003,9.9316,9.802,9.1821,8.9074,9.0053,9.8193,9.8073,9.7545,9.6872,9.6841,9.7552,0.002530398,1.692320465,274,2764,1519,10
IDI2,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,5.2688,5.1299,5.3667,4.7753,4.6884,4.3923,0.009524575,1.863846703,1074,2647,1860.5,1
IDUA,8.0161,8.0171,7.923,6.4427,6.7718,7.0852,7.003,7.6655,7.2961,6.334,6.1975,6.2643,6.4135,6.5767,6.5627,0.016076563,2.058261845,1413,2394,1903.5,3
IER3,5.8001,5.498,5.7888,8.7501,8.7227,10.4493,8.8933,10.1734,9.8105,10.3202,10.5007,10.3602,11.1774,10.8771,10.7396,0.043735069,2.095652827,2158,2275,2216.5,2
IFI203,11.5511,11.8185,11.671,11.7479,11.6991,11.6668,11.4964,11.4267,11.5235,11.2736,11.3401,11.4048,11.0138,11.0416,10.9374,0.004845088,1.397391013,541,2970,1755.5,4
IFI204,5.4612,4.8179,4.8924,4.3923,4.3923,5.9192,5.0238,5.1027,5.1812,5.2378,5.2812,5.4587,6.8374,6.2389,5.1933,0.180707456,2.230869533,2907,1973,2440,1
IFI30,6.0315,6.3916,6.4134,11.53,11.577,12.3953,6.6955,10.5896,9.0001,7.6519,4.3923,4.3923,10.169,8.6801,4.3923,0.376380096,8.96892532,2993,145,1569,5
IFI47,11.5324,11.639,11.6505,10.8475,11.1034,10.7259,11.9471,11.8608,11.7581,11.0441,10.7504,10.8261,10.3235,10.6189,10.6485,0.002530398,2.36604037,272,1744,1008,3
IFIT1,7.7176,8.5873,8.7136,7.4303,7.9874,6.5936,10.0195,9.8607,9.7411,8.5813,7.9958,8.2545,6.5906,7.8613,7.4119,0.002790217,5.485963711,312,353,332.5,6
IFIT2,8.4753,8.5273,8.5031,6.0147,7.8738,8.1454,9.0296,9.6176,9.2463,9.0781,9.0809,8.8342,7.9172,8.0402,8.5064,0.025961671,2.20949394,1771,2020,1895.5,6
IFIT3,8.384,8.4637,9.0121,6.7287,8.4679,8.0707,10.7774,10.9658,10.6882,9.6436,9.0704,9.2898,7.5166,8.7133,8.3896,0.002951617,5.246213599,331,384,357.5,6
IFITM2,5.3402,5.0865,5.5234,9.2608,9.5291,10.89,10.0167,10.8067,9.9336,11.9788,11.7785,11.8073,11.8378,11.8527,11.4641,0.013130959,2.927384734,1302,1139,1220.5,2
IFITM3,4.3923,4.3923,4.3923,9.6405,9.8224,11.3418,10.3134,11.3799,10.9544,12.1871,12.1512,12.228,12.3951,12.313,12.0494,0.014690768,2.485439156,1349,1577,1463,2
IFNAR2,9.8774,10.0507,10.2295,10.0555,10.3318,10.8016,10.686,11.3492,11.0212,10.2401,10.187,10.1715,9.9165,9.9556,9.8636,0.012935505,2.151674301,1289,2127,1708,6
IFNG,4.3923,4.3923,4.3923,10.8278,11.1014,11.813,9.0411,10.9677,10.4444,12.0698,11.9816,12.2049,12.3861,12.3852,12.1318,0.00922141,3.841210057,1017,682,849.5,2
IFNGR2,8.6386,8.9701,8.9274,8.5729,7.8773,8.0074,8.3176,7.5457,8.292,5.2726,5.8161,5.7326,7.2841,6.5203,5.8702,0.021972757,5.62318562,1631,341,986,3
IFRD2,8.3593,8.3185,8.1289,7.5424,7.2911,7.0877,7.1513,7.2261,7.6971,5.6634,6.1227,6.8603,6.9989,7.1394,6.9413,0.080385829,2.125375406,2531,2196,2363.5,3
IFT172,6.43,6.7539,6.5805,6.2543,6.2538,6.1432,6.3581,6.3443,6.5483,5.332,5.5955,5.7352,5.6771,5.6413,5.7565,0.008538423,1.711301317,951,2749,1850,3
IFT80,9.3012,9.3079,9.29,9.0788,9.5325,9.0393,8.6043,8.7238,8.4862,8.4723,8.3807,8.2097,6.2606,7.1427,8.1682,0.075964453,2.32290343,2497,1813,2155,4
IFT88,6.701,6.4837,6.6487,5.8599,5.6638,5.5056,5.5487,5.7319,6.15,4.3923,4.5195,5.3659,5.46,5.5807,5.4286,0.07861175,2.044055705,2516,2433,2474.5,3
IGF1,5.2954,5.3074,5.0605,6.987,7.98,6.7821,5.8894,6.7334,5.9743,5.8445,4.3923,5.7608,4.3923,4.3923,5.5362,0.174722667,2.640982797,2892,1388,2140,5
IGF1R,8.1963,8.5456,8.0637,7.5978,7.4259,7.3527,7.3499,6.8651,7.1424,6.0614,6.1819,5.8698,6.2635,5.7543,5.7914,0.0151347,2.281778209,1365,1878,1621.5,3
IGF2BP2,6.5852,6.4027,6.9288,7.3933,6.6519,6.949,7.8429,7.1459,7.6154,7.1715,6.647,7.8108,9.5371,9.5374,9.2286,0.004365066,4.470593474,490,521,505.5,7
IGF2R,9.0744,8.8804,8.9656,8.9575,8.7738,8.5986,8.9425,8.7041,9.0807,9.361,9.5484,9.6876,10.0002,9.8905,9.9168,0.007595909,1.966624972,837,2593,1715,1
IGFBP4,12.6477,12.7322,12.5769,11.1115,10.2332,9.708,11.4428,11.0998,11.8206,4.8839,6.7541,8.8765,9.6986,8.4066,9.2147,0.013278082,14.2151283,1309,54,681.5,3
IGFBP7,7.5762,7.5762,7.9419,7.4447,7.2624,6.9385,6.7786,7.2193,8.7359,10.9501,11.2473,11.1936,9.8323,9.4911,10.0565,0.003113364,9.893151227,347,114,230.5,1
IGH.6,9.6865,9.4484,9.7962,11.6648,11.5177,12.7265,5.281,10.5998,7.9491,6.7438,5.8882,5.2241,10.5672,5.7859,5.2307,0.63487474,4.543147603,3031,508,1769.5,4
IGH.IGH.2.IGH.VJ558.LOC544903,7.7147,7.952,7.4111,9.3631,8.9663,9.632,7.096,7.6418,7.727,6.1621,6.6203,6.754,8.6597,8.3145,7.5082,0.041370529,3.258850872,2120,923,1521.5,7
IGL.V1,4.3923,4.3923,4.647,8.8219,8.6782,10.3359,5.414,7.8749,5.0286,4.8694,4.3991,4.3923,8.2175,4.3923,4.3923,0.558027674,2.081833819,3026,2318,2672,5
IGLL1,6.6696,7.1572,6.6961,7.3118,7.6251,8.4709,5.0556,7.4702,6.2309,5.737,4.9158,4.6748,6.104,5.0671,4.7838,0.391507744,2.539217662,2998,1514,2256,4
IGSF5.PCP4,5.2961,5.1857,5.0047,4.3923,4.3923,4.3923,4.3923,4.7524,6.6737,8.3525,8.8035,8.7095,9.4218,9.3039,9.5528,0.002530398,14.05005039,281,55,168,1
IGSF6,7.7798,7.6315,7.7596,7.9078,7.9576,8.8667,4.9232,7.269,6.2343,5.4183,4.3923,4.3923,7.474,6.752,5.0022,0.281870733,3.847991538,2968,677,1822.5,7
IGTP,11.4724,11.378,11.6124,10.1403,10.2441,9.6461,11.8141,11.7265,11.7158,10.7713,10.6024,10.7293,10.1792,10.4651,10.4376,0.000875291,2.444448008,55,1629,842,8
IIGP1,7.7094,7.9781,9.0179,6.1503,6.4197,7.5802,8.5813,9.7203,9.1866,7.9916,7.6407,7.866,6.5002,7.6525,7.5657,0.039666296,3.086782548,2090,1014,1552,6
IKBKB,10.7912,10.575,10.6298,10.1809,10.2742,10.0225,10.9025,10.6549,10.5924,9.9257,9.7415,9.5092,8.7512,8.8893,9.1761,0.004482231,3.405292211,511,849,680,4
IKBKE,9.6431,9.3177,9.5972,8.2942,8.3336,7.7032,8.2925,7.6779,7.578,7.3372,6.3681,6.8633,5.9599,7.1901,6.6574,0.112305531,2.038939566,2727,2451,2589,3
IKZF2,5.079,5.2058,4.9872,9.1833,9.6205,9.634,7.7179,9.0535,9.1965,10.1698,10.4589,10.4059,10.0861,9.8347,10.2703,0.021938925,2.556426232,1629,1494,1561.5,2
IL12A,5.6215,5.5637,5.5411,4.3923,4.3923,6.4802,7.404,8.9204,8.1368,7.2107,6.5463,6.7022,4.4588,6.5243,6.6136,0.105325763,3.080468156,2694,1020,1857,6
IL13RA1,4.3923,4.3923,4.3923,6.9237,6.7531,8.3085,4.3923,6.1187,6.0941,4.3923,4.3923,4.3923,6.7941,5.4348,4.3923,0.363742352,2.870483197,2988,1183,2085.5,5
IL15RA,6.9991,6.9617,7.2393,6.7382,6.7462,6.7855,6.3026,6.2862,6.4878,7.5755,7.3721,7.5754,7.2061,7.1843,7.1877,0.001867086,2.232584234,179,1965,1072,10
IL18,4.3923,4.3923,4.3923,7.6909,8.3849,8.1941,4.3923,6.7245,5.7729,5.9532,4.3923,6.4581,4.3923,4.7942,4.3923,0.413098047,2.673171334,3002,1355,2178.5,5
IL18RAP,6.2883,6.6583,6.3762,8.6461,8.8871,8.9716,8.3214,9.196,9.3219,10.4405,10.723,10.6263,9.7995,9.6554,10.0098,0.009654573,2.698057819,1085,1328,1206.5,2
IL1B,5.3012,5.2655,5.0727,10.3163,10.1347,11.6976,4.3923,9.411,4.3923,4.3923,4.3923,4.3923,10.4099,9.3602,4.3923,0.365940076,32.81085159,2989,10,1499.5,7
IL1R2,4.3923,4.4193,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,6.1666,6.6671,7.678,7.1051,9.2813,9.0984,9.4352,0.002492693,16.77826523,259,36,147.5,1
IL1RL1,5.347,4.6929,4.6861,4.5661,4.3923,5.8253,5.5039,5.7812,5.6184,6.2608,6.7909,6.2802,7.848,7.1318,6.5364,0.047410647,2.893289597,2216,1167,1691.5,1
IL1RL2,6.4578,6.1059,6.3169,5.8266,5.6305,5.886,6.4221,6.2282,6.4451,4.3923,4.3923,4.8475,4.4139,4.3923,4.3923,0.001222795,4.059441113,99,618,358.5,3
IL1RN,5.7854,5.7757,5.2026,5.5162,6.2492,5.6918,5.8669,5.4767,5.8187,5.1,4.7734,5.9581,7.9826,7.7332,7.0032,0.019215418,4.891742578,1536,437,986.5,7
IL2,4.9117,4.9457,5.187,9.5125,8.7388,8.3042,6.5139,4.3923,4.3923,4.3923,6.3515,6.9331,7.9338,7.4095,7.123,0.104755887,4.225376928,2691,571,1631,10
IL2RA,5.8482,6.1881,6.2777,7.6881,8.3319,8.4865,8.4671,8.3386,8.3084,9.9633,9.7483,9.5951,10.2599,9.6582,9.9936,0.005350913,3.076481507,625,1023,824,2
IL33,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.8395,5.4375,6.3279,5.9796,7.1301,6.4628,6.755,0.010532346,4.928202929,1153,431,792,1
IL4RA,9.3014,8.9655,9.1735,9.6195,8.8254,6.9757,10.9852,10.0905,10.3233,9.0745,8.6056,7.9716,8.3903,8.1556,8.1823,0.014383464,4.422705957,1342,531,936.5,6
IL6RA,11.172,11.5119,11.5437,10.3699,10.0388,9.8453,10.4689,10.0103,10.1676,8.3215,8.6399,7.7851,7.3859,5.9195,7.1029,0.004916682,8.420812021,567,162,364.5,3
IL6ST,11.2097,11.2184,11.0672,10.1427,9.6822,8.8374,11.2135,10.3099,10.3443,9.1793,8.1176,8.1225,8.8257,7.4481,8.2767,0.028732709,4.678128396,1849,477,1163,3
IL7R,12.6621,12.8229,12.5811,11.5827,11.6658,11.4018,12.1842,12.0551,12.0196,11.2993,11.2924,11.042,9.201,9.3249,10.0235,0.00135134,5.758622534,112,331,221.5,8
IMPA2,8.0604,7.6425,8.1818,7.824,7.3164,8.3727,7.81,8.6877,9.0513,9.8942,10.207,10.2292,10.3492,10.1322,10.232,0.010730813,2.92130717,1163,1145,1154,1
INADL,8.1389,7.9946,8.0904,6.3272,5.9648,5.065,7.2411,6.5462,6.7161,5.8473,5.2047,4.3923,4.3923,4.3923,4.3923,0.017449622,5.206834878,1466,393,929.5,3
INO80,8.7323,8.6611,8.459,7.656,7.9077,7.6775,8.2507,8.2302,8.1067,8.0315,7.9842,7.8869,7.171,7.1891,7.5653,0.00911653,1.841869314,1007,2659,1833,8
INO80C,8.2308,8.356,8.4174,8.8626,8.8142,8.9239,8.9456,8.9657,9.0951,9.6814,9.8959,9.7495,9.6378,9.4693,9.6635,0.005666934,1.712262534,655,2747,1701,2
INPP5A,6.7152,6.5708,6.7856,6.707,5.9373,5.3376,7.8718,7.039,7.2232,6.2315,5.2241,5.8911,6.1945,6.3085,5.2474,0.055732452,2.543649026,2320,1512,1916,3
INPP5F,7.8052,7.8134,7.755,8.1037,8.4797,8.4792,8.357,8.4746,8.2007,7.7828,7.5875,7.3813,6.6801,6.867,7.1061,0.006137024,2.753353477,713,1277,995,4
INSR,7.9138,7.8184,7.6665,6.2074,6.4929,6.4008,6.2988,6.2668,6.2769,6.0813,5.7709,5.7869,5.4119,5.5752,5.4974,0.008313133,1.732800627,897,2731,1814,3
INTS9,8.9619,8.7003,8.7497,9.928,9.3381,8.8763,8.5976,5.3034,7.8761,8.1975,8.3497,8.7281,8.9238,8.8844,8.6294,0.255559296,2.015891832,2960,2531,2745.5,10
INTU,5.15,5.1327,5.1842,5.0313,4.8649,5.0397,6.1187,6.178,6.2813,5.2437,5.5142,5.4883,6.0871,5.8889,6.0467,0.008319121,1.626957443,903,2808,1855.5,6
IPCEF1,11.3025,11.5058,11.4018,10.4914,10.4622,10.1299,10.5864,10.2319,10.2809,10.0973,10.0127,9.9421,9.0875,9.3001,9.4075,0.007207568,1.975215809,805,2591,1698,3
IPO8,9.4768,9.2328,9.2844,9.8144,10.0518,9.9107,9.4728,9.6031,9.7065,9.9822,10.0097,10.2887,10.3553,10.3784,10.4149,0.009467288,1.712432803,1065,2746,1905.5,2
IPP,7.806,7.4261,7.5019,8.2416,7.9205,7.8138,6.7693,5.9283,6.329,7.4864,7.3969,7.5469,7.7016,7.7431,7.5402,0.008884482,2.447914622,989,1625,1307,10
IQGAP2,9.4441,9.6391,9.6167,9.0778,9.4758,9.7231,9.4789,9.5914,9.3117,8.3433,8.0402,7.7369,7.6718,6.8273,7.6037,0.003812855,3.682164547,426,745,585.5,4
IQGAP3,5.2609,5.4041,5.2524,5.2158,4.7815,4.8479,4.8142,4.9793,5.1857,5.4315,5.5316,5.8835,6.0815,6.2135,5.9955,0.012480481,2.178130379,1276,2082,1679,1
